show_id,category,title,director,country,release_date,rating,duration,type,description,date
s3872,Movie,Main aurr Mrs. Khanna,Prem Soni,India,2/8/2018,TV-14,109 min,"International Movies, Music & Musicals, Romantic Movies","A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble.",8/2/2018
s3873,Movie,Main Hoon Na,Farah Khan,India,1/4/2018,TV-14,171 min,"Action & Adventure, Comedies, Dramas",Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.,4/1/2018
s3874,Movie,"Main, Meri Patni Aur Woh",Chandan Arora,India,1/10/2018,TV-PG,129 min,"Comedies, Dramas, International Movies","An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch.",10/1/2018
s3875,Movie,Maine Pyaar Kyun Kiya,David Dhawan,India,31/12/2019,TV-14,137 min,"Comedies, International Movies, Music & Musicals","After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.",31/12/2019
s3876,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,India,1/1/2018,TV-PG,192 min,"Dramas, International Movies, Music & Musicals","When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.",1/1/2018
s3877,TV Show,Mak Cun,,,29/9/2017,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Dramas",A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.,29/9/2017
s3878,TV Show,Making a Murderer,,United States,19/10/2018,TV-14,2 Seasons,"Crime TV Shows, Docuseries","Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",19/10/2018
s3879,Movie,Making The Witcher,Nathan Wiley,United States,26/8/2020,TV-MA,33 min,Documentaries,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series.",26/8/2020
s3880,Movie,Making Unorthodox,Marlene Melchior,Germany,26/3/2020,TV-G,21 min,"Documentaries, International Movies",A look at the making of one of the first series to authentically portray and explore issues in a Hasidic community as they pertain to women's lives.,26/3/2020
s3881,TV Show,Mako Mermaids: An H2O Adventure,,Australia,28/5/2020,TV-G,4 Seasons,"Kids' TV, TV Comedies","This ""H2O"" sequel follows Zac, a boy who accidentally turns into a merman and threatens the existence of three young mermaids who guard Mako Island.",28/5/2020
s3882,Movie,Maktub,Oded Raz,Israel,15/6/2018,TV-MA,106 min,"Comedies, International Movies","After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true.",15/6/2018
s3883,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,India,15/11/2018,TV-PG,132 min,"Dramas, International Movies","With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.",15/11/2018
s3884,Movie,Malaal,Mangesh Hadawale,India,26/9/2019,TV-14,133 min,"Dramas, International Movies, Romantic Movies","Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.",26/9/2019
s3885,Movie,Malang,Mohit Suri,India,14/5/2020,TV-MA,131 min,"Action & Adventure, International Movies, Romantic Movies","Years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels.",14/5/2020
s3886,Movie,Malena Pichot: Estupidez compleja,"Raúl Campos, Jan Suter",Argentina,2/3/2018,TV-MA,51 min,Stand-Up Comedy,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner.",3/2/2018
s3887,Movie,Malevolent,Olaf de Fleur,United Kingdom,5/10/2018,TV-MA,89 min,"Horror Movies, Thrillers","A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",10/5/2018
s3888,Movie,Malibu Rescue,Savage Steve Holland,United States,13/5/2019,TV-G,70 min,"Children & Family Movies, Comedies","When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program.",13/5/2019
s3889,Movie,Malibu Rescue: The Next Wave,Savage Steve Holland,United States,4/8/2020,TV-G,71 min,"Children & Family Movies, Comedies","As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition.",8/4/2020
s3890,TV Show,Malibu Rescue: The Series,,United States,3/6/2019,TV-G,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",6/3/2019
s3891,Movie,Malicious,Michael Winnick,United States,1/2/2019,TV-MA,91 min,Horror Movies,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",2/1/2019
s3892,Movie,Mallesham,Raj R,India,20/11/2019,TV-PG,131 min,"Dramas, Independent Movies, International Movies","A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community.",20/11/2019
s3893,Movie,Mama's Boy,Amro Salah,Egypt,10/7/2020,TV-14,101 min,"Comedies, International Movies",A man undergoes a heart transplant following a serious injury and begins to take on some of the donor's motherly characteristics.,7/10/2020
s3894,TV Show,Man Down,,United Kingdom,30/11/2017,TV-MA,4 Seasons,"British TV Shows, TV Comedies","A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad.",30/11/2017
s3895,TV Show,Man Like Mobeen,,United Kingdom,1/4/2020,TV-MA,3 Seasons,"British TV Shows, TV Comedies","Mobeen is trying to be a good friend, follow the faith and raise his teenage sister. Yet his past – and everyday life – complicates matters.",4/1/2020
s3896,Movie,Man of Tai Chi,Keanu Reeves,"United States, China, Hong Kong",26/7/2018,R,105 min,"Action & Adventure, Dramas","In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.",26/7/2018
s3897,TV Show,Man to Man,Chang-Min Lee,South Korea,10/6/2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",6/10/2017
s3898,Movie,Man Up,Ben Palmer,"United Kingdom, France",4/9/2018,R,88 min,"Comedies, International Movies, Romantic Movies","A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.",9/4/2018
s3899,TV Show,Man vs Wild with Sunny Leone,,,1/12/2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure",The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.,12/1/2018
s3900,TV Show,Man with a Plan,,United States,30/9/2020,TV-PG,4 Seasons,TV Comedies,"When his wife Andi returns to work, contractor Adam Burns becomes a stay-at-home dad and discovers that parenting is a tougher job than he realized.",30/9/2020
s3901,Movie,Mandi,Shyam Benegal,India,1/1/2020,TV-MA,155 min,"Dramas, Independent Movies, International Movies","Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.",1/1/2020
s3902,Movie,Mandobasar Galpo,Tathagata Banerjee,India,1/4/2018,TV-14,103 min,"Dramas, International Movies, Romantic Movies","With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.",4/1/2018
s3903,Movie,Manglehorn,David Gordon Green,United States,16/4/2017,PG-13,97 min,"Dramas, Independent Movies",A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.,16/4/2017
s3904,Movie,Mango Dreams,John Upchurch,United States,15/3/2018,TV-14,92 min,"Dramas, Independent Movies","Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",15/3/2018
s3905,Movie,Manhattan Romance,Tom O'Brien,United States,8/9/2017,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,9/8/2017
s3906,Movie,Manhunt,John Woo,"China, Hong Kong",4/5/2018,TV-MA,109 min,"Action & Adventure, International Movies",A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.,5/4/2018
s3907,TV Show,Manhunt: Deadly Games,,,7/12/2020,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","Despite his heroics, security guard Richard Jewell becomes a suspect in the FBI investigation of a foiled terrorist attack at the 1996 Olympics.",12/7/2020
s3908,TV Show,Maniac,,United States,21/9/2018,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Mysteries",Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,21/9/2018
s3909,Movie,Maniyarayile Ashokan,Shamzu Zayba,India,31/8/2020,TV-14,110 min,"Comedies, International Movies, Romantic Movies","When his unlucky horoscope doesn’t bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he’s always wanted.",31/8/2020
s3910,Movie,Manje Bistre,Baljit Singh Deo,India,1/10/2018,TV-14,136 min,"Comedies, Dramas, International Movies","While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else.",10/1/2018
s3911,Movie,MANK,David Fincher,United States,4/12/2020,R,133 min,"Dramas, Independent Movies",1930s Hollywood is reevaluated through the eyes of scathing wit and alcoholic screenwriter Herman J. Mankiewicz as he races to finish “Citizen Kane.”,12/4/2020
s3912,Movie,Manmadhudu 2,Rahul Ravindran,India,23/9/2019,TV-MA,152 min,"Comedies, Dramas, International Movies","Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",23/9/2019
s3913,Movie,Mann,Indra Kumar,India,28/9/2020,TV-14,173 min,"Dramas, International Movies, Romantic Movies","A smooth talker falls for a music teacher aboard a cruise, but a cruel twist of fate hinders their plans to meet again months later.",28/9/2020
s3914,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,United Kingdom,15/1/2018,TV-MA,89 min,"Documentaries, International Movies","As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",15/1/2018
s3915,Movie,Manorama Six Feet Under,Navdeep Singh,India,28/9/2020,TV-14,129 min,"Dramas, International Movies, Thrillers","A government employee and aspiring crime writer, who is under investigation for corruption, is asked by a politician's wife to spy on her husband.",28/9/2020
s3916,Movie,Manoranjan,Shammi Kapoor,India,1/9/2017,TV-14,162 min,"Comedies, International Movies, Music & Musicals","After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.",9/1/2017
s3917,Movie,Mansfield Park,Patricia Rozema,United Kingdom,1/1/2020,PG-13,112 min,"Comedies, Dramas, International Movies","A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.",1/1/2020
s3918,Movie,Manson Family Vacation,J. Davis,United States,27/10/2015,TV-MA,85 min,"Comedies, Dramas, Independent Movies","The pleasant family life of an L.A. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the Charles Manson murders.",27/10/2015
s3919,Movie,Manto,Nandita Das,India,30/11/2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.,30/11/2018
s3920,Movie,Mantostaan,Rahat Kazmi,India,15/12/2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.,15/12/2017
